Date,Volume,Open,High,Low,Close,Median,ao,ac,jaw,teeth,lips,fh,fl,fh3,fl3,fh5,fl5,fh8,fl8,fh13,fl13,fh21,fl21,fh34,fl34,fh55,fl55,fh89,fl89,fdbb,fdbs,fdb,aof,aofvalue,aoaz,aobz,zlc,zlcb,zlcs,aocolor,accolor,zcol,sz,bz,acs,acb,ss,sb,price_peak_above,price_peak_bellow,ao_peak_above,ao_peak_bellow,tmax,tmin,p,l,target,vector_ao_fdbs,vector_ao_fdbb
1985-01-09 22:00:00,0,163.99,165.57,163.99,165.18,164.78,-0.0001587527,-0.0052350981,165.1280316683,165.5632010076,165.4469790166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0001587527,0,1,-1.0,0.0,1.0,red,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1985-01-10 22:00:00,0,165.18,168.31,164.99,168.31,166.65,0.0001543065,-0.0020174834,165.19472154,165.5234258817,165.1965832133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0001543065,1,0,1.0,1.0,0.0,green,green,gray,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1985-01-11 22:00:00,0,168.31,168.72,167.58,167.91,168.15,0.0012912695,0.0033762105,165.3105121907,165.3286226465,165.0072665706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,0.0012912695,1,0,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,167.91,195.65,0.0,1.1,-11.0,"[0.0001543065, 0.0012912695]",[]
1985-01-14 22:00:00,0,167.91,170.55,167.58,170.51,169.065,0.0026846143,0.008229714,165.3800881761,165.1869198156,164.9618132565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0026846143,1,0,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1985-01-15 22:00:00,0,170.51,171.82,170.4,170.81,171.11,0.0046354656,0.0131734326,165.3696967779,165.0698048387,165.2994506052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,0.0046354656,1,0,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,170.73,195.65,0.0,1.4,-13.999999999999998,"[0.0001543065, 0.0012912695, 0.0026846143, 0.0046354656]",[]
1985-01-16 22:00:00,0,170.81,171.94,170.41,171.19,171.175,0.0064266281,0.0153165908,165.2616431796,165.0335792339,165.8695604842,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0064266281,1,0,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1985-01-17 22:00:00,0,171.19,171.34,170.23,170.73,170.785,0.007515619,0.0135839705,165.1795937043,165.2356318296,166.5086483873,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.007515619,1,0,0.0,0.0,0.0,green,red,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1985-01-18 22:00:00,0,170.73,171.42,170.66,171.32,171.04,0.0081246077,0.0101588018,165.1080864962,165.5999278509,167.4289187099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0081246077,1,0,0.0,0.0,0.0,green,red,gray,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1985-01-21 22:00:00,0,171.32,175.42,171.31,175.23,173.365,0.009029058,0.0085113188,165.0828490735,166.0330618696,168.1781349679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.009029058,1,0,0.0,0.0,0.0,green,red,gray,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1985-01-22 22:00:00,0,175.23,176.62,175.15,175.48,175.885,0.0099426347,0.0078429147,165.2033991447,166.6676791359,168.6995079743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,0.0099426347,1,0,0.0,0.0,0.0,green,red,gray,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,175.48,195.65,0.0,1.5,-15.0,"[0.0001543065, 0.0012912695, 0.0026846143, 0.0046354656, 0.0064266281, 0.007515619, 0.0081246077, 0.009029058, 0.0099426347]",[]
1985-01-23 22:00:00,0,175.48,177.3,175.15,177.3,176.225,0.0109479434,0.0082997026,165.430060749,167.2310942439,169.1676063795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0109479434,1,0,0.0,0.0,0.0,green,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
