Date,Volume,Open,High,Low,Close,Median,ao,ac,jaw,teeth,lips,fh,fl,fh3,fl3,fh5,fl5,fh8,fl8,fh13,fl13,fh21,fl21,fh34,fl34,fh55,fl55,fh89,fl89,fdbb,fdbs,fdb,aof,aofvalue,aoaz,aobz,zlc,zlcb,zlcs,aocolor,accolor,zcol,sz,bz,acs,acb,ss,sb,price_peak_above,price_peak_bellow,ao_peak_above,ao_peak_bellow,tmax,tmin,p,l,target,vector_ao_fdbs,vector_ao_fdbb
1987-09-10 21:00:00,0,313.92,317.59,313.92,317.13,315.755,-0.0121444855,-0.0331299643,326.6214213585,328.8039253597,325.6694835228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0121444855,0,1,0.0,0.0,0.0,red,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-09-11 21:00:00,0,317.14,322.45,317.13,321.98,319.79,-0.0130056439,-0.0222301464,326.7690043309,327.8084346898,323.0615868183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0130056439,0,1,0.0,0.0,0.0,red,green,gray,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-09-14 21:00:00,0,322.02,323.81,320.4,323.08,322.105,-0.0126892618,-0.0094183357,326.8256193824,326.7423803536,321.2192694546,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0126892618,0,1,0.0,0.0,0.0,green,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-09-15 21:00:00,0,323.07,323.08,317.63,317.74,320.355,-0.0106543072,0.0046316895,326.4271101991,324.9783328094,320.1264155637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0106543072,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-09-16 21:00:00,0,317.75,319.5,314.61,314.86,317.055,-0.0097917916,0.0084323171,325.9973324915,323.5872912082,320.059132451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0097917916,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-09-17 21:00:00,0,314.94,316.08,313.45,314.93,314.765,-0.0099980484,0.0055592715,325.4806146075,322.6082548072,320.4683059608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,-0.0099980484,0,1,0.0,0.0,0.0,red,red,gray,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0,328.08,223.92,0.0,2.6,-26.0,[],"[-0.0001007181, -0.0052891035, -0.0099007, -0.0121444855, -0.0130056439, -0.0126892618, -0.0106543072, -0.0097917916, -0.0099980484]"
1987-09-18 21:00:00,0,314.98,316.99,314.86,314.86,315.925,-0.011121392,-0.0012225159,324.4921057916,322.2559729563,320.4456447686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.011121392,0,1,0.0,0.0,0.0,red,red,red,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-09-21 21:00:00,0,314.92,317.66,310.12,310.54,313.89,-0.0135252406,-0.0113335443,323.6734822691,322.2371013367,319.7675158149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0135252406,0,1,0.0,0.0,0.0,red,red,red,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-09-22 21:00:00,0,310.54,319.51,308.69,319.5,314.1,-0.0154092117,-0.0155512262,323.0643682484,322.0018386696,318.7670126519,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0154092117,0,1,0.0,0.0,0.0,red,red,red,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-09-23 21:00:00,0,319.49,321.83,319.12,321.19,320.475,-0.0144373196,-0.0069575629,322.8124937678,321.3834838359,318.1986101215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0144373196,0,1,0.0,0.0,0.0,green,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-09-24 21:00:00,0,321.09,322.01,319.12,319.72,320.565,-0.012627483,0.003601325,322.7580711703,320.5561733564,317.3368880972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,-0.012627483,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,223.92,328.08,0.0,2.9,-28.999999999999996,[],[]
1987-09-25 21:00:00,0,319.72,320.55,318.1,320.16,319.325,-0.0113741232,0.0094957718,322.5732195418,319.9772766869,316.6895104778,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0113741232,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-09-28 21:00:00,0,320.16,325.33,320.16,323.2,322.745,-0.0084282129,0.0182047428,322.1487411155,319.216367101,317.4466083822,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0084282129,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-09-29 21:00:00,0,323.2,324.63,320.27,321.69,322.45,-0.0053846733,0.0228999891,321.5807610297,318.5768212134,318.0702867058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0053846733,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-09-30 21:00:00,0,321.69,322.53,320.16,321.83,321.345,-0.0045709723,0.017658036,321.1457024889,318.8140935617,318.3212293646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0045709723,0,1,0.0,0.0,0.0,green,red,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-01 21:00:00,0,321.83,327.34,321.83,327.33,324.585,-0.002853289,0.0165859491,320.5875715282,319.0329568665,319.2059834917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.002853289,0,1,0.0,0.0,0.0,green,red,gray,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-02 21:00:00,0,327.33,328.94,327.22,328.07,328.08,0.0002351337,0.0200513168,320.0885275645,319.0694622582,319.8547867934,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,0.0002351337,1,0,1.0,1.0,0.0,green,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,223.92,328.08,103.3,0.0,1033.0,[0.0002351337],[]
1987-10-05 21:00:00,0,328.07,328.57,326.09,328.08,327.33,0.0020137533,0.018650952,320.1182562134,319.5289044759,320.1528294347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0020137533,1,0,0.0,0.0,0.0,green,red,gray,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-06 21:00:00,0,328.08,328.08,319.17,319.22,323.625,0.0026987018,0.0144389826,320.1526211201,319.8940414164,321.0392635477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0026987018,1,0,0.0,0.0,0.0,green,red,gray,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-07 21:00:00,0,319.22,319.39,315.78,318.52,317.585,0.0019995722,0.005337923,320.088957957,320.0754112394,322.4474108382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0019995722,1,0,0.0,0.0,0.0,red,red,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,318.52,223.92,0.0,3.6,-36.0,[],[]
1987-10-08 21:00:00,0,318.54,319.34,312.02,314.16,315.68,0.0,-0.0064503358,320.2932688834,320.6391098345,323.4239286706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,red,red,red,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-09 21:00:00,0,314.16,315.04,310.97,311.07,313.005,-0.0037993932,-0.0197666231,320.459171277,321.5692211051,323.4641429364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0037993932,0,1,0.0,0.0,0.0,red,red,red,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-12 21:00:00,0,311.07,311.07,306.76,309.39,308.915,-0.0084902256,-0.0314751608,320.527311948,322.289318467,322.2883143492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,-0.0084902256,0,1,0.0,0.0,0.0,red,red,red,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,314.52,223.92,0.0,4.3,-42.99999999999999,[],"[-0.0001007181, -0.0052891035, -0.0099007, -0.0121444855, -0.0130056439, -0.0126892618, -0.0106543072, -0.0097917916, -0.0099980484, -0.011121392, -0.0135252406, -0.0154092117, -0.0144373196, -0.012627483, -0.0113741232, -0.0084282129, -0.0053846733, -0.0045709723, -0.002853289, 0.0002351337, 0.0020137533, 0.0026987018, 0.0019995722, 0.0, -0.0037993932, -0.0084902256]"
1987-10-13 21:00:00,0,309.39,314.53,309.39,314.52,311.96,-0.0110957912,-0.0307820027,320.8394417981,322.4562786586,320.9666514793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0110957912,0,1,0.0,0.0,0.0,red,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-14 21:00:00,0,314.52,314.52,304.78,305.23,309.65,-0.0123914133,-0.0236278031,321.3964078137,321.8473688263,319.3743211835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0123914133,0,1,0.0,0.0,0.0,red,green,gray,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-15 21:00:00,0,305.21,305.23,298.07,298.08,301.65,-0.0153969963,-0.0233364236,321.8528379818,321.076447723,317.2824569468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0153969963,0,1,0.0,0.0,0.0,red,green,gray,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-16 21:00:00,0,298.08,298.92,281.52,282.7,290.22,-0.0208238384,-0.0324768783,321.9891581371,320.0675167576,316.2179655574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0208238384,0,1,0.0,0.0,0.0,red,red,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-19 21:00:00,0,282.7,282.7,224.83,224.84,253.765,-0.03487593,-0.0721449816,321.6503767419,318.6734521629,314.9043724459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.03487593,0,1,0.0,0.0,0.0,red,red,red,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-20 21:00:00,0,225.06,245.62,216.46,236.83,231.04,-0.0561142944,-0.1274530874,321.1911169925,317.8342706426,312.2534979567,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.0,0.0,1.0,0.0,-0.0561142944,0,1,0.0,0.0,0.0,red,red,red,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,271.57,223.92,25.9,0.0,258.99999999999994,[],"[-0.0001007181, -0.0052891035, -0.0099007, -0.0121444855, -0.0130056439, -0.0126892618, -0.0106543072, -0.0097917916, -0.0099980484, -0.011121392, -0.0135252406, -0.0154092117, -0.0144373196, -0.012627483, -0.0113741232, -0.0084282129, -0.0053846733, -0.0045709723, -0.002853289, 0.0002351337, 0.0020137533, 0.0026987018, 0.0019995722, 0.0, -0.0037993932, -0.0084902256, -0.0110957912, -0.0123914133, -0.0153969963, -0.0208238384, -0.03487593, -0.0561142944]"
1987-10-21 21:00:00,0,236.83,259.26,236.83,258.38,248.045,-0.0722757092,-0.1463698184,320.5614156854,316.8112368122,307.8467983654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0722757092,0,1,0.0,0.0,0.0,red,red,red,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-22 21:00:00,0,258.24,258.58,242.99,248.25,250.785,-0.0851849876,-0.1416307763,319.6655375558,314.9160822107,297.0304386923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0851849876,0,1,0.0,0.0,0.0,red,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-23 21:00:00,0,248.29,250.7,242.76,248.22,246.73,-0.0956303702,-0.1212160603,319.0728038976,311.8290719344,283.8323509539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,-0.0956303702,0,1,0.0,0.0,0.0,red,green,gray,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,271.57,223.92,0.0,7.9,-79.0,[],"[-0.0001007181, -0.0052891035, -0.0099007, -0.0121444855, -0.0130056439, -0.0126892618, -0.0106543072, -0.0097917916, -0.0099980484, -0.011121392, -0.0135252406, -0.0154092117, -0.0144373196, -0.012627483, -0.0113741232, -0.0084282129, -0.0053846733, -0.0045709723, -0.002853289, 0.0002351337, 0.0020137533, 0.0026987018, 0.0019995722, 0.0, -0.0037993932, -0.0084902256, -0.0110957912, -0.0123914133, -0.0153969963, -0.0208238384, -0.03487593, -0.0561142944, -0.0722757092, -0.0851849876, -0.0956303702]"
1987-10-26 22:00:00,0,248.2,248.22,227.26,227.67,237.74,-0.0972253853,-0.0720550204,318.3479728286,304.5710629426,276.6748807631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,-13.0,-0.0972253853,0,1,0.0,0.0,0.0,red,green,gray,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-27 22:00:00,0,227.67,237.81,227.67,233.19,232.74,-0.0928882362,-0.0192003669,317.0635133802,295.3796800748,271.4969046105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0928882362,0,1,0.0,0.0,0.0,green,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-28 22:00:00,0,233.19,238.58,226.29,233.28,232.435,-0.0939566341,-0.0044279863,314.9986277356,289.4628450654,266.5435236884,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,-0.0939566341,0,1,0.0,0.0,0.0,red,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,271.57,223.92,0.0,12.3,-123.0,[],"[-0.0001007181, -0.0052891035, -0.0099007, -0.0121444855, -0.0130056439, -0.0126892618, -0.0106543072, -0.0097917916, -0.0099980484, -0.011121392, -0.0135252406, -0.0154092117, -0.0144373196, -0.012627483, -0.0113741232, -0.0084282129, -0.0053846733, -0.0045709723, -0.002853289, 0.0002351337, 0.0020137533, 0.0026987018, 0.0019995722, 0.0, -0.0037993932, -0.0084902256, -0.0110957912, -0.0123914133, -0.0153969963, -0.0208238384, -0.03487593, -0.0561142944, -0.0722757092, -0.0851849876, -0.0956303702, -0.0972253853, -0.0928882362, -0.0939566341]"
1987-10-29 22:00:00,0,233.31,246.69,233.28,244.77,239.985,-0.0936587389,0.0045799809,310.288348679,284.6281144322,260.7828189507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0936587389,0,1,0.0,0.0,0.0,green,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-10-30 22:00:00,0,244.77,254.04,244.77,251.79,249.405,-0.0894048975,0.0181813427,304.1923218576,279.8908501282,255.1742551606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0894048975,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-02 22:00:00,0,251.73,255.75,249.15,255.75,252.45,-0.0815452831,0.0395348541,299.8732970993,274.6219938622,250.6264041284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0815452831,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-03 22:00:00,0,255.75,255.75,242.78,250.82,249.265,-0.0731134197,0.0597731599,296.0972742455,269.3867446294,248.4981233028,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0731134197,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-04 22:00:00,0,250.81,251.0,246.34,248.96,248.67,-0.0648531795,0.0708014031,292.2997916112,264.7677765507,248.6794986422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0648531795,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-05 22:00:00,0,248.93,256.09,247.72,254.48,251.905,-0.0580633204,0.0693131082,288.1028845642,261.6699294819,249.4335989138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0580633204,0,1,0.0,0.0,0.0,green,red,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-06 22:00:00,0,254.49,257.21,249.68,250.41,253.445,-0.0539486216,0.0558572669,283.8442011362,260.1368132967,249.399879131,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,-0.0539486216,0,1,0.0,0.0,0.0,green,red,gray,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,223.92,271.57,0.0,7.5,-75.0,[],[]
1987-11-09 22:00:00,0,250.41,250.41,243.01,243.17,246.71,-0.0526214081,0.0357063834,279.8896472026,259.1759616346,249.2539033048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0526214081,0,1,0.0,0.0,0.0,green,red,gray,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-10 22:00:00,0,243.14,243.17,237.64,239.0,240.405,-0.0516936972,0.0205341706,276.8200589563,257.9370914303,249.7841226438,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0516936972,0,1,0.0,0.0,0.0,green,red,gray,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-11 22:00:00,0,239.01,243.86,239.0,241.9,241.43,-0.0502941745,0.0136977549,274.7112082673,256.7787050015,250.5162981151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0502941745,0,1,0.0,0.0,0.0,green,red,gray,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-12 22:00:00,0,241.93,249.9,241.9,248.52,245.9,-0.0487688478,0.0121898259,272.9988076314,256.1694918763,249.7550384921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0487688478,0,1,0.0,0.0,0.0,green,red,gray,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-13 22:00:00,0,248.54,249.42,245.64,245.64,247.53,-0.0471311025,0.0134295639,271.1731301213,255.8289303917,247.8850307936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0471311025,0,1,0.0,0.0,0.0,green,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-16 22:00:00,0,245.69,249.54,244.98,246.76,247.26,-0.043437014,0.0218252787,269.4421201119,254.6890640928,246.5940246349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.043437014,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-17 22:00:00,0,246.73,246.76,240.81,243.04,243.785,-0.0387313453,0.0313782177,268.0931108726,252.9035560812,246.4552197079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0387313453,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-18 22:00:00,0,243.09,245.55,240.67,245.55,243.11,-0.0343834785,0.0366480139,266.9663331131,251.469361571,246.6701757663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,-0.0343834785,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,275.66,223.92,0.0,4.9,-49.0,[],"[-0.0001007181, -0.0052891035, -0.0099007, -0.0121444855, -0.0130056439, -0.0126892618, -0.0106543072, -0.0097917916, -0.0099980484, -0.011121392, -0.0135252406, -0.0154092117, -0.0144373196, -0.012627483, -0.0113741232, -0.0084282129, -0.0053846733, -0.0045709723, -0.002853289, 0.0002351337, 0.0020137533, 0.0026987018, 0.0019995722, 0.0, -0.0037993932, -0.0084902256, -0.0110957912, -0.0123914133, -0.0153969963, -0.0208238384, -0.03487593, -0.0561142944, -0.0722757092, -0.0851849876, -0.0956303702, -0.0972253853, -0.0928882362, -0.0939566341, -0.0936587389, -0.0894048975, -0.0815452831, -0.0731134197, -0.0648531795, -0.0580633204, -0.0539486216, -0.0526214081, -0.0516936972, -0.0502941745, -0.0487688478, -0.0471311025, -0.043437014, -0.0387313453, -0.0343834785]"
1987-11-19 22:00:00,0,245.54,245.55,239.7,240.05,242.625,-0.0314262888,0.0343365275,265.4081536429,250.7731913747,246.7881406131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0314262888,0,1,0.0,0.0,0.0,green,red,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-20 22:00:00,0,240.04,242.0,235.89,242.0,238.945,-0.0300218987,0.0252164263,263.4848341319,250.3677924528,246.1875124905,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,-0.0300218987,0,1,0.0,0.0,0.0,green,red,gray,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,275.66,223.92,0.0,6.1,-60.99999999999999,[],"[-0.0001007181, -0.0052891035, -0.0099007, -0.0121444855, -0.0130056439, -0.0126892618, -0.0106543072, -0.0097917916, -0.0099980484, -0.011121392, -0.0135252406, -0.0154092117, -0.0144373196, -0.012627483, -0.0113741232, -0.0084282129, -0.0053846733, -0.0045709723, -0.002853289, 0.0002351337, 0.0020137533, 0.0026987018, 0.0019995722, 0.0, -0.0037993932, -0.0084902256, -0.0110957912, -0.0123914133, -0.0153969963, -0.0208238384, -0.03487593, -0.0561142944, -0.0722757092, -0.0851849876, -0.0956303702, -0.0972253853, -0.0928882362, -0.0939566341, -0.0936587389, -0.0894048975, -0.0815452831, -0.0731134197, -0.0648531795, -0.0580633204, -0.0539486216, -0.0526214081, -0.0516936972, -0.0502941745, -0.0487688478, -0.0471311025, -0.043437014, -0.0387313453, -0.0343834785, -0.0314262888, -0.0300218987]"
1987-11-23 22:00:00,0,242.0,242.99,240.5,242.99,241.745,-0.0279449158,0.0205989122,261.7883084295,249.9793183962,245.5720099924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0279449158,0,1,0.0,0.0,0.0,green,red,gray,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-24 22:00:00,0,242.98,247.9,242.98,246.39,245.44,-0.0240416688,0.0249627069,260.566130858,249.2050285967,244.9826079939,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0240416688,0,1,0.0,0.0,0.0,green,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
1987-11-25 22:00:00,0,246.42,246.54,244.08,244.1,245.31,-0.020048047,0.0300553312,259.5633515612,248.4431500221,243.7750863951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.020048047,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,[],[]
