Date,Volume,Open,High,Low,Close,Median,ao,ac,jaw,teeth,lips,fh,fl,fh3,fl3,fh5,fl5,fh8,fl8,fh13,fl13,fh21,fl21,fh34,fl34,fh55,fl55,fh89,fl89,fdbb,fdbs,fdb,aof,aofvalue,aoaz,aobz,zlc,zlcb,zlcs,aocolor,accolor,zcol,sz,bz,acs,acb,ss,sb,price_peak_above,price_peak_bellow,ao_peak_above,ao_peak_bellow
1993-07-14 21:00:00,0,1.49815,1.51175,1.48825,1.50375,1.5,-0.1358688634,-0.06996173,1.5099184792,1.504312683,1.4991497412,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.1358688634,0,1,0.0,0.0,0.0,green,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1993-07-15 21:00:00,0,1.50375,1.51125,1.48575,1.49175,1.4985,-0.1208709177,0.0145610885,1.5100593654,1.5033173476,1.4951697929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.1208709177,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
1993-07-16 21:00:00,0,1.49175,1.49355,1.47125,1.48575,1.4824,-0.11270312,0.051645167,1.5100701834,1.5013401791,1.4931358344,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.11270312,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
1993-07-19 21:00:00,0,1.48575,1.50225,1.48425,1.49875,1.49325,-0.0827242566,0.120696367,1.5092532462,1.4985789068,1.4945086675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0827242566,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
1993-07-20 21:00:00,0,1.49875,1.51675,1.49675,1.51155,1.50675,-0.0469842295,0.1720717017,1.5082606888,1.4968815434,1.495306934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0469842295,0,1,0.0,0.0,0.0,green,green,green,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0
1993-07-21 21:00:00,0,1.51155,1.52225,1.49975,1.51695,1.511,-0.0266829859,0.1670705629,1.5066637128,1.4972713505,1.4927255472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.0266829859,0,1,0.0,0.0,0.0,green,red,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1993-07-22 21:00:00,0,1.51695,1.52425,1.50345,1.51325,1.51385,-0.0035002144,0.1661218374,1.5045549656,1.4974249317,1.4928304378,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,1.0,-1.0,0.0,-0.0035002144,0,1,0.0,0.0,0.0,green,red,gray,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0
1993-07-23 21:00:00,0,1.51325,1.51325,1.49225,1.50575,1.50275,0.025755902,0.1712153845,1.5030507375,1.4955468152,1.4956143502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.025755902,1,0,1.0,1.0,0.0,green,green,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1993-07-26 21:00:00,0,1.50575,1.51235,1.49225,1.50125,1.5023,0.0412306338,0.1408808103,1.5028160654,1.4952597133,1.4986914802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0412306338,1,0,0.0,0.0,0.0,green,red,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1993-07-27 21:00:00,0,1.50125,1.50905,1.48255,1.48925,1.4958,0.0312484007,0.0574311606,1.5024840604,1.4966959991,1.5017231841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0312484007,1,0,0.0,0.0,0.0,red,red,gray,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1993-07-28 21:00:00,0,1.48925,1.49775,1.48635,1.49595,1.49205,0.0116358479,-0.0313831007,1.5009391326,1.4984839993,1.5019285473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0116358479,1,0,0.0,0.0,0.0,red,red,red,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
