Date,BidOpen,BidHigh,BidLow,BidClose,AskOpen,AskHigh,AskLow,AskClose,Volume,Open,High,Low,Close,Median,ao,ac,jaw,teeth,lips,bjaw,bteeth,blips,tjaw,tteeth,tlips,fh,fl,fh3,fl3,fh5,fl5,fh8,fl8,fh13,fl13,fh21,fl21,fh34,fl34,fh55,fl55,fh89,fl89,mfi,fdbb,fdbs,fdb,aoaz,aobz,zlc,zlcb,zlcs,zcol,zone_sig,sz,bz,acs,acb,ss,sb,mfi_sq,mfi_green,mfi_fade,mfi_fake,mfi_sig,mfi_str,mfi_str_D1,mfi_str_M1,mfi_str_W1,zcol_D1,zcol_M1,zcol_W1
2025-04-07 05:00:00,3035.5,3044.38,3013.25,3031.43,3035.8,3044.97,3013.55,3031.73,174845,3035.65,3044.675,3013.4,3031.58,3029.0375,-0.53074836778,-0.56689903972,3109.40519243368,3110.62652915082,3083.06136280211,2935.55250963328,2991.9981122752,3048.27878726428,2683.84394273158,2767.59857681798,2851.18740325513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8872715834,0,0,0,0,1,0,0,0,gray,0,0,0,0,0,0,0,1,0,0,0,1,+-,+-,++,++,red,gray,green
2025-04-07 09:00:00,3031.43,3046.04,3014.59,3031.21,3031.73,3046.34,3014.89,3031.51,156396,3031.58,3046.19,3014.74,3031.36,3030.465,-0.55061718139,-0.37788634577,3108.79248532339,3103.32508800696,3067.12109024169,2936.45989716549,2993.59505568838,3050.26279352121,2684.4192373132,2768.21725245395,2852.20856712141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.10920995422,0,0,0,0,1,0,0,0,gray,0,0,0,0,1,0,0,0,0,0,1,2,-+,+-,++,++,red,gray,green
2025-04-07 13:00:00,3031.21,3037.93,2969.92,2970.89,3031.51,3038.23,2970.22,2971.19,327774,3031.36,3038.08,2970.07,2971.04,3004.075,-0.56712945903,-0.2295058801,3107.67537106775,3093.96320200609,3056.50787219335,2937.40321292767,2995.30787285768,3052.48138782941,2684.97057885878,2768.84475351638,2853.2461465164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.74905270095,0,0,0,0,1,0,0,0,gray,0,0,0,0,1,0,0,0,1,0,0,4,++,+-,++,++,red,gray,green
2025-04-07 17:00:00,2970.89,2985.96,2956.2,2983.12,2971.19,2986.33,2957.06,2983.42,115431,2971.04,2986.145,2956.63,2983.27,2971.3875,-0.58575625754,-0.14408782329,3107.33072713946,3082.63780175533,3051.01379775468,2938.411266715,2997.14636607845,3054.4875970109,2685.5169500024,2769.45476530387,2854.32304827671,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,25.56938777278,1,0,1,0,1,0,0,0,gray,0,0,0,0,1,0,0,0,0,0,1,2,-+,+-,++,++,red,gray,green
2025-04-07 21:00:00,2983.12,2992.63,2978.55,2985.28,2983.42,2993.06,2978.85,2985.58,34450,2983.27,2992.845,2978.7,2985.43,2985.7725,-0.59789884801,-0.08864090388,3103.09105582104,3074.06495153592,3046.90403820374,2939.33501652719,2999.34143214975,3056.44178533411,2686.0614275886,2770.05989506651,2855.45097849701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0595065312,0,0,0,0,1,0,0,0,gray,0,0,0,0,1,0,0,0,0,0,1,2,-+,--,++,++,red,gray,green
2025-04-08 01:00:00,2985.28,3004.77,2983.37,3002.23,2985.58,3005.07,2983.77,3002.53,82969,2985.43,3004.92,2983.57,3002.38,2994.245,-0.62038981671,-0.1014929878,3097.34789768096,3068.43652009393,3038.33823056299,2940.24383656621,3001.52240611066,3058.47555635369,2686.56803520772,2770.69433757696,2856.64305503522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.73250250093,0,0,0,0,1,0,0,0,gray,0,0,0,0,0,0,0,1,0,0,0,1,+-,--,++,++,red,gray,green
2025-04-08 05:00:00,3002.23,3015.86,2999.28,3007.47,3002.53,3016.16,2999.66,3007.77,96364,3002.38,3016.01,2999.47,3007.62,3007.74,-0.63022995578,-0.08436013234,3090.11805939781,3063.69008008219,3024.9480844504,2941.1481754812,3003.55781690865,3060.42046646093,2687.12268896049,2771.2788146689,2857.85779076415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.16408617326,0,0,0,0,1,0,0,0,gray,0,0,0,0,0,0,0,1,0,0,0,1,+-,--,++,++,red,gray,green
2025-04-08 09:00:00,3007.47,3019.58,2994.85,3002.48,3007.77,3019.88,2995.15,3002.78,98295,3007.62,3019.73,2995.0,3002.63,3007.365,-0.6029271994,0.01271275778,3084.26705482875,3056.23819507191,3017.11296756032,2942.06488137467,3005.68212932849,3062.94317332973,2687.68523487837,2771.89090130122,2859.08117416162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.15896027265,0,0,0,0,1,0,0,0,gray,0,0,0,0,0,0,0,0,1,0,0,4,++,--,++,++,red,gray,green
2025-04-08 13:00:00,3002.48,3022.61,2984.24,2985.76,3002.78,3022.91,2984.54,2986.06,193132,3002.63,3022.76,2984.39,2985.91,3003.575,-0.53447874837,0.1766297637,3080.01862753423,3045.63185818792,3012.53937404825,2942.98319731428,3007.83618152252,3065.53469764356,2688.2612753694,2772.51452404242,2860.28758961883,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.86724105793,0,0,0,0,1,0,0,0,green,1,0,1,0,0,0,0,1,0,0,0,1,+-,--,++,++,red,gray,green
2025-04-08 17:00:00,2985.76,2992.44,2974.55,2982.98,2986.06,2992.96,2974.85,2983.28,126837,2985.91,2992.7,2974.7,2983.13,2983.7,-0.50634522616,0.20429846988,3076.20681003159,3038.14943841443,3011.5794992386,2943.84810520962,3010.19034185847,3067.39558888934,2688.8601910846,2773.15137157872,2861.48930774648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.19144256014,0,0,0,0,1,0,0,0,green,1,0,1,0,0,0,0,0,0,1,0,3,--,--,++,++,red,gray,green
2025-04-08 21:00:00,2982.98,2990.64,2969.79,2980.25,2983.28,2991.48,2970.16,2980.55,67527,2983.13,2991.06,2969.975,2980.4,2980.5175,-0.49369510228,0.16855679929,3070.65820925993,3032.66138361263,3010.73659939088,2944.68840739828,3012.48869927923,3068.22593921612,2689.46066803133,2773.78450946894,2862.69469449824,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31.22454721815,0,0,0,0,1,0,0,0,gray,0,0,0,0,0,0,0,0,0,0,1,2,-+,++,++,++,red,gray,green
2025-04-09 01:00:00,2980.25,3014.03,2972.06,3012.29,2980.55,3014.33,2972.68,3012.59,145464,2980.4,3014.18,2972.37,3012.44,2993.275,-0.48526182079,0.1106427337,3063.02200085532,3029.54621066105,3009.3042795127,2945.55415562976,3014.68817747415,3069.01208806271,2690.05547395167,2774.35671114504,2863.87049523089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.74250673706,0,0,0,0,1,0,0,0,gray,0,0,0,1,0,0,0,1,0,0,0,1,+-,++,++,++,red,gray,green
