Date,BidOpen,BidHigh,BidLow,BidClose,AskOpen,AskHigh,AskLow,AskClose,Volume,Open,High,Low,Close,Median,ao,ac,jaw,teeth,lips,bjaw,bteeth,blips,tjaw,tteeth,tlips,fh,fl,fh3,fl3,fh5,fl5,fh8,fl8,fh13,fl13,fh21,fl21,fh34,fl34,fh55,fl55,fh89,fl89,mfi,fdbb,fdbs,fdb,aoaz,aobz,zlc,zlcb,zlcs,zcol,zone_sig,sz,bz,acs,acb,ss,sb,mfi_sq,mfi_green,mfi_fade,mfi_fake,mfi_sig,mfi_str,mfi_str_M1,mfi_str_W1,mfi_str_D1,zcol_M1,zcol_W1,zcol_D1
2025-04-14 05:00:00,1.38646,1.38764,1.38285,1.38395,1.38652,1.38773,1.38289,1.38401,60377,1.38649,1.387685,1.38287,1.38398,1.3852775,-0.95604342831,0.10405570621,1.41176013629,1.4017216835,1.39337841335,1.43376572674,1.42969374038,1.42571280902,1.42680559981,1.43011482296,1.43344996151,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.0079748911,0,0,0,0,1,0,0,0,green,1,0,1,0,0,0,0,0,1,0,0,4,++,++,--,+-,gray,red,red
2025-04-14 09:00:00,1.38395,1.38896,1.38348,1.3882,1.38401,1.38905,1.38355,1.3883,47971,1.38398,1.389005,1.383515,1.38825,1.38626,-0.93300230891,0.18979172327,1.4103399335,1.40014334806,1.39209873068,1.43379130846,1.42958603601,1.42562390287,1.42679677196,1.43018270999,1.43343836456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01144441433,0,0,0,0,1,0,0,0,green,1,0,1,0,0,0,0,0,0,0,1,2,-+,++,--,+-,gray,red,red
2025-04-14 13:00:00,1.3882,1.39107,1.3862,1.3904,1.3883,1.39115,1.38624,1.39045,92193,1.38825,1.39111,1.38622,1.390425,1.388665,-0.86849867493,0.39525482245,1.408672054,1.39840730456,1.39091398455,1.43377258589,1.42947206263,1.42552077337,1.42678790784,1.43022760179,1.43343158772,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00530409033,0,0,0,0,1,0,0,0,green,1,0,1,0,0,0,0,1,0,0,0,1,+-,++,--,+-,gray,red,red
2025-04-14 17:00:00,1.3904,1.39053,1.38632,1.38689,1.39045,1.39056,1.38635,1.38785,43532,1.390425,1.390545,1.386335,1.38737,1.38844,-0.81194417659,0.49130343403,1.407141896,1.39697889149,1.38978668764,1.43372870852,1.42935916149,1.42532633886,1.42677856326,1.43027087388,1.4334104135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967104659,0,0,0,0,1,0,0,0,green,1,0,1,0,0,0,0,0,0,0,1,2,-+,++,--,+-,gray,red,red
2025-04-14 21:00:00,1.38689,1.39084,1.38682,1.38944,1.38785,1.39094,1.38785,1.3895,21433,1.38737,1.39089,1.387335,1.38947,1.3891125,-0.73917609547,0.62140142098,1.40575367323,1.39562840505,1.38908135011,1.43368748708,1.42931113128,1.42508879948,1.42676599412,1.43030111692,1.43338166063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01658657211,0,0,0,0,1,0,0,0,green,1,0,1,0,0,0,0,0,0,0,1,2,-+,++,--,-+,gray,red,gray
2025-04-15 01:00:00,1.38944,1.38975,1.38505,1.38548,1.3895,1.3898,1.38513,1.38555,36140,1.38947,1.389775,1.38509,1.385515,1.3874325,-0.67661424955,0.6552508753,1.40425377529,1.39433454192,1.38899808009,1.43365237486,1.42918333799,1.42473604067,1.42675071297,1.43032825804,1.43335159701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01296347537,0,0,0,0,1,0,0,0,green,1,0,1,0,0,0,0,1,0,0,0,1,+-,++,--,-+,gray,red,gray
2025-04-15 05:00:00,1.38548,1.38785,1.38497,1.3856,1.38555,1.38791,1.38503,1.38562,45895,1.385515,1.38788,1.385,1.38561,1.38644,-0.63008969001,0.58397261082,1.40292502335,1.39332522418,1.38888646407,1.43362931447,1.4290532773,1.42428071595,1.42673159967,1.43036000372,1.43331451995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627519338,0,0,0,0,1,0,0,0,gray,0,0,0,0,0,0,0,1,0,0,0,1,+-,++,--,-+,gray,red,gray
2025-04-15 09:00:00,1.3856,1.39163,1.38498,1.39004,1.38562,1.39281,1.38503,1.3901,53237,1.38561,1.39222,1.385005,1.39007,1.3886125,-0.58759467244,0.5145814217,1.40163656001,1.39274269616,1.38893167126,1.43360589521,1.42893585407,1.42383385666,1.42670792832,1.43039800799,1.43328063439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01355260439,0,0,0,0,1,0,0,0,gray,0,0,0,1,0,0,0,0,1,0,0,4,++,++,--,-+,gray,red,gray
2025-04-15 13:00:00,1.39004,1.39698,1.38681,1.39696,1.3901,1.39702,1.38686,1.39702,78172,1.39007,1.397,1.386835,1.39699,1.3919175,-0.52359465222,0.54667708136,1.40037817078,1.39220485914,1.388631837,1.43356259863,1.42875361127,1.42334947852,1.4266843065,1.43043199723,1.43323175846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01300337717,0,0,0,0,1,0,0,0,gray,0,0,0,0,0,0,0,1,0,0,0,1,+-,++,--,-+,gray,red,gray
2025-04-15 17:00:00,1.39696,1.39775,1.39556,1.39579,1.39702,1.39784,1.39561,1.39599,38883,1.39699,1.397795,1.395585,1.39589,1.39669,-0.43260990723,0.69712088047,1.39929215764,1.39181831425,1.3881934696,1.43348588404,1.42854277288,1.42285280268,1.4266606346,1.43047402728,1.43318054833,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.00568371782,0,1,-1,0,1,0,0,0,green,1,0,1,0,0,0,0,0,0,1,0,3,--,++,--,-+,gray,red,gray
2025-04-15 21:00:00,1.39579,1.39654,1.39472,1.39508,1.39599,1.39694,1.39478,1.39516,26583,1.39589,1.39674,1.39475,1.39512,1.395745,-0.33324255227,0.85274404466,1.39847468398,1.39127008746,1.38827727568,1.43338859883,1.42834831338,1.42227514672,1.42663985705,1.43053009369,1.43312596119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00748598729,0,0,0,0,1,0,0,0,green,1,0,1,0,0,0,0,0,0,0,1,2,-+,++,--,+-,gray,red,gray
2025-04-16 01:00:00,1.39508,1.39512,1.39345,1.39367,1.39516,1.39516,1.39353,1.39369,30218,1.39512,1.39514,1.39349,1.39368,1.394315,-0.23521479727,0.94934756532,1.39770278521,1.39066632653,1.38900532055,1.43322305277,1.42816620768,1.4215596277,1.42661881632,1.43058642376,1.43309081563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00546032166,0,0,0,0,1,0,0,0,green,1,0,1,0,0,0,0,1,0,0,0,1,+-,++,--,+-,gray,red,gray
2025-04-16 05:00:00,1.39367,1.39426,1.3904,1.39132,1.39369,1.39432,1.39045,1.39139,52872,1.39368,1.39429,1.390425,1.391355,1.3923575,-0.16382612498,0.8815826571,1.39704199404,1.39040959822,1.39054225644,1.43297855218,1.42807918572,1.42077860924,1.42660005288,1.43064167516,1.43306216413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00731010743,0,0,0,0,1,0,0,0,gray,0,0,0,0,0,0,0,0,1,0,0,4,++,++,--,+-,gray,red,gray
2025-04-16 09:00:00,1.39132,1.39302,1.39034,1.39174,1.39139,1.39306,1.39039,1.39178,42609,1.391355,1.39304,1.390365,1.39176,1.3917025,-0.12258540266,0.68403758516,1.39630280219,1.39059808594,1.39158280515,1.43267396171,1.42803770053,1.41998813544,1.42658950897,1.43069218299,1.43302261785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00627801638,0,0,0,0,1,0,0,0,gray,0,0,0,1,0,0,0,0,0,1,0,3,--,++,--,+-,gray,red,gray
2025-04-16 13:00:00,1.39174,1.39292,1.38671,1.38771,1.39178,1.39295,1.38676,1.38775,74882,1.39176,1.392935,1.386735,1.38773,1.389835,-0.13997366296,0.29912226967,1.3955441251,1.3913595752,1.39212924412,1.43239959135,1.42794046961,1.41920311675,1.42657500099,1.43074122942,1.43299077675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00827969338,0,0,0,0,1,0,0,0,gray,0,0,0,0,0,1,0,0,1,0,0,4,++,++,--,+-,gray,red,gray
2025-04-16 17:00:00,1.38771,1.38986,1.38525,1.38525,1.38775,1.38991,1.38566,1.38662,51466,1.38773,1.389885,1.385455,1.385935,1.38767,-0.16583362927,-0.00175892084,1.39501092317,1.3919077533,1.3921748953,1.43212647796,1.42783459743,1.41830471625,1.42655484847,1.43077747951,1.43296089289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00860762445,0,0,0,0,1,0,0,0,red,-1,1,0,0,0,0,0,0,0,0,1,2,-+,++,--,+-,gray,red,gray
2025-04-16 21:00:00,1.38525,1.38688,1.38512,1.3868,1.38662,1.3872,1.38554,1.38683,21592,1.385935,1.38704,1.38533,1.386815,1.386185,-0.19434309683,-0.18775727021,1.39477296754,1.39220865913,1.39208041624,1.43185387709,1.42767233202,1.41743634225,1.42653752791,1.43080432509,1.43294783113,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00791959985,1,0,1,0,1,0,0,0,red,-1,1,0,0,0,0,0,0,0,1,0,3,--,++,--,--,gray,red,gray
2025-04-17 01:00:00,1.3868,1.38918,1.38676,1.38905,1.38683,1.38922,1.38682,1.38913,33447,1.386815,1.3892,1.38679,1.38909,1.387995,-0.19486124398,-0.15891289081,1.39492043158,1.39222726424,1.39163133299,1.43163436723,1.42748283508,1.41660277336,1.42652424535,1.43083547605,1.43293479064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00720542949,0,0,0,0,1,0,0,0,gray,0,0,0,0,0,0,0,1,0,0,0,1,+-,++,--,--,gray,red,gray
2025-04-17 05:00:00,1.38905,1.38965,1.38652,1.38772,1.38913,1.38971,1.38654,1.38774,38867,1.38909,1.38968,1.38653,1.38773,1.388105,-0.19419523532,-0.08291918063,1.39498385992,1.39216166871,1.39083906639,1.43148881255,1.42722123808,1.41571019179,1.42651399536,1.4308632959,1.43292130251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00810456171,0,0,0,0,1,0,0,0,gray,0,0,0,0,0,0,0,0,1,0,0,4,++,++,--,--,gray,red,gray
2025-04-17 09:00:00,1.38772,1.39058,1.38681,1.38729,1.38774,1.39065,1.38683,1.38733,43288,1.38773,1.390615,1.38682,1.38731,1.3887175,-0.17784390122,0.03838996909,1.39493240915,1.39187083512,1.38990825311,1.43136829218,1.4268945792,1.41486518615,1.42650667707,1.43089068519,1.43290924485,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0087668638,0,0,0,0,1,0,0,0,green,1,0,1,0,0,0,0,0,1,0,0,4,++,++,--,--,gray,red,gray
2025-04-17 13:00:00,1.38729,1.38794,1.38438,1.3845,1.38733,1.38797,1.38442,1.38453,65156,1.38731,1.387955,1.3844,1.384515,1.3861775,-0.16171688692,0.11598432926,1.39473433922,1.39134573073,1.38952560249,1.43127491249,1.42657081413,1.41402135714,1.42650714344,1.4309170771,1.43290412857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00545613604,0,0,0,0,1,0,0,0,green,1,0,1,0,0,0,0,1,0,0,0,1,+-,++,--,--,gray,red,gray
2025-04-17 17:00:00,1.3845,1.38507,1.38282,1.38328,1.38453,1.38513,1.38284,1.38366,29473,1.384515,1.3851,1.38283,1.38347,1.383965,-0.15122251135,0.12546712324,1.39450112082,1.39070063939,1.38924148199,1.43119176741,1.42622161751,1.41317594958,1.42650398789,1.43093517977,1.43289844018,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00770196451,0,0,0,0,1,0,0,0,green,1,0,1,0,0,0,0,0,0,0,1,2,-+,++,--,--,gray,red,gray
2025-04-17 21:00:00,1.38328,1.38483,1.38281,1.38435,1.38366,1.38574,1.38349,1.3846,22399,1.38347,1.385285,1.38315,1.384475,1.3842175,-0.15557241991,0.06357041066,1.39414218845,1.39036243447,1.38913668559,1.43110837676,1.42586236082,1.412384304,1.42650255821,1.43093735711,1.43287944059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00953167552,0,0,0,0,1,0,0,0,gray,0,0,0,0,0,1,0,0,0,0,1,2,-+,++,--,+-,gray,red,green
