Date,BidOpen,BidHigh,BidLow,BidClose,AskOpen,AskHigh,AskLow,AskClose,Volume,Open,High,Low,Close,Median,ao,ac,jaw,teeth,lips,bjaw,bteeth,blips,tjaw,tteeth,tlips,fh,fl,fh3,fl3,fh5,fl5,fh8,fl8,fh13,fl13,fh21,fl21,fh34,fl34,fh55,fl55,fh89,fl89,mfi,fdbb,fdbs,fdb,aoaz,aobz,zlc,zlcb,zlcs,zcol,zone_sig,sz,bz,acs,acb,ss,sb,mfi_sq,mfi_green,mfi_fade,mfi_fake,mfi_sig,mfi_str,mfi_str_M1,mfi_str_W1,mfi_str_D1,zcol_M1,zcol_W1,zcol_D1
2025-04-10 01:00:00,1.41004,1.41099,1.40711,1.40723,1.41014,1.41105,1.4072,1.40728,76983,1.41009,1.41102,1.407155,1.407255,1.4090875,-0.22539654055,-0.81803339194,1.4215900683,1.42157495601,1.42045805559,1.4335614962,1.43338797972,1.42765374056,1.4270844493,1.42938701367,1.43345456219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00502058896,0,0,0,0,1,0,0,0,red,-1,1,0,0,0,0,0,1,0,0,0,1,+-,++,+-,-+,gray,red,gray
2025-04-10 05:00:00,1.40723,1.40948,1.40517,1.40763,1.40728,1.40958,1.40523,1.40767,82650,1.407255,1.40953,1.4052,1.40765,1.407365,-0.29631761662,-0.80717998534,1.42191371689,1.42124183651,1.41898544447,1.43354490635,1.43332188008,1.42754260113,1.42706244148,1.42942229473,1.43344663121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523895947,1,0,1,0,1,0,0,0,gray,0,0,0,0,0,0,0,0,1,0,0,4,++,++,+-,-+,gray,red,gray
2025-04-10 09:00:00,1.40763,1.40883,1.40383,1.40728,1.40767,1.40888,1.40431,1.40732,88258,1.40765,1.408855,1.40407,1.4073,1.4064625,-0.3634018762,-0.74584843421,1.42197343098,1.42074285695,1.41703935558,1.43350690179,1.43320211863,1.42743164227,1.42703998806,1.42945153381,1.43343957127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00542160484,1,0,1,0,1,0,0,0,gray,0,0,0,0,1,0,0,0,1,0,0,4,++,++,+-,-+,gray,red,gray
2025-04-10 13:00:00,1.40728,1.40758,1.3988,1.39992,1.40732,1.40763,1.39884,1.39995,141997,1.4073,1.407605,1.39882,1.399935,1.4032125,-0.42101225734,-0.66637148408,1.42198451321,1.41978687483,1.41544898446,1.43347800401,1.43304985283,1.42731063809,1.42701749472,1.42948389847,1.43343578952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00618675042,0,0,0,0,1,0,0,0,gray,0,0,0,0,1,0,0,0,1,0,0,4,++,++,+-,-+,gray,red,gray
2025-04-10 17:00:00,1.39992,1.40071,1.39513,1.39771,1.39995,1.40077,1.39518,1.39868,111334,1.399935,1.40074,1.395155,1.398195,1.3979475,-0.4920154787,-0.67124199675,1.42174801219,1.41847039047,1.41383218757,1.43345260509,1.43278812824,1.4271915752,1.42699690455,1.42952416071,1.43344158265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501643703,1,0,1,0,1,0,0,0,gray,0,0,0,0,0,0,0,0,0,1,0,3,--,++,+-,-+,gray,red,gray
2025-04-10 21:00:00,1.39771,1.39832,1.39098,1.39485,1.39868,1.39966,1.39106,1.39495,81909,1.398195,1.39899,1.39102,1.3949,1.395005,-0.59223714458,-0.80739784803,1.42140201126,1.41729752917,1.41235825006,1.43343277245,1.43240038954,1.42717763182,1.42697800029,1.42957991538,1.43345580777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00973031047,0,0,0,0,1,0,0,0,red,-1,1,0,0,0,0,0,0,0,0,1,2,-+,++,+-,+-,gray,red,red
2025-04-11 01:00:00,1.39485,1.39704,1.39072,1.39642,1.39495,1.39709,1.39076,1.39652,123420,1.3949,1.397065,1.39074,1.39647,1.3939025,-0.69280508441,-0.91524564659,1.42076301039,1.41605596302,1.41052910005,1.43340540984,1.43191801882,1.42703365735,1.4269580918,1.42964682562,1.43346335425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512477718,1,0,1,0,1,0,0,0,red,-1,1,0,0,0,0,0,1,0,0,0,1,+-,++,+-,+-,gray,red,red
2025-04-11 05:00:00,1.39642,1.39846,1.38806,1.39042,1.39652,1.39851,1.38816,1.39047,138438,1.39647,1.398485,1.38811,1.390445,1.3932975,-0.78703772743,-0.96344135905,1.41987777882,1.41485678014,1.40801278004,1.4333999558,1.43148778212,1.42688649096,1.42693872684,1.42970561607,1.43347617817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00749432959,0,0,0,0,1,0,0,0,red,-1,1,0,0,0,0,0,0,1,0,0,4,++,++,+-,+-,gray,red,red
2025-04-11 09:00:00,1.39042,1.39334,1.38389,1.38566,1.39047,1.39344,1.38396,1.38572,120300,1.390445,1.39339,1.383925,1.38569,1.3886575,-0.88755701198,-1.0,1.41904775737,1.41340124512,1.40541122403,1.43343034955,1.43106241335,1.42676027064,1.42691956576,1.42976355334,1.43348078805,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00786783042,0,0,0,0,1,0,0,0,red,-1,1,0,0,0,0,0,0,0,0,1,2,-+,++,+-,+-,gray,red,red
2025-04-11 13:00:00,1.38566,1.3933,1.38415,1.39033,1.38572,1.39344,1.38423,1.3904,196011,1.38569,1.39337,1.38419,1.390365,1.38878,-0.9422202732,-0.82062403564,1.41814908373,1.41146952698,1.40310947922,1.43347950293,1.4306406422,1.42652945385,1.42689860537,1.4298195574,1.43348526174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468341062,0,0,0,0,1,0,0,0,gray,0,0,0,0,0,0,0,1,0,0,0,1,+-,++,+-,+-,gray,red,red
2025-04-11 17:00:00,1.39033,1.39197,1.38572,1.38631,1.3904,1.39203,1.38666,1.38725,67162,1.390365,1.392,1.38619,1.38678,1.389095,-0.9636608234,-0.55268752851,1.41725011575,1.40941146111,1.40114708338,1.4335345366,1.43030749416,1.42625380815,1.42687854276,1.42986750994,1.43348708284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00865072511,0,0,0,0,1,0,0,0,gray,0,0,0,0,1,0,0,0,0,0,1,2,-+,++,+-,+-,gray,red,red
2025-04-13 17:00:00,1.38631,1.38631,1.38508,1.38557,1.38725,1.38768,1.38595,1.38658,334,1.38678,1.386995,1.385515,1.386075,1.386255,-0.988402982,-0.37838327942,1.41617029915,1.40747284097,1.3986491667,1.43359541259,1.43009608518,1.42600656379,1.42685651745,1.42993734895,1.43348436004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44311377246,0,0,0,0,1,0,0,0,gray,0,0,0,0,1,0,0,0,0,0,1,2,-+,++,--,-+,gray,red,red
2025-04-13 21:00:00,1.38557,1.38842,1.3852,1.38722,1.38658,1.38852,1.38578,1.38729,45081,1.386075,1.38847,1.38549,1.387255,1.38698,-1.0,-0.22122674636,1.41476854537,1.40570092335,1.39667533336,1.43365265515,1.42992638363,1.42578085604,1.42683512085,1.42999852986,1.43347182977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00661032364,1,0,1,0,1,0,0,0,gray,0,0,0,0,1,0,0,1,0,0,0,1,+-,++,--,+-,gray,red,red
2025-04-14 01:00:00,1.38722,1.38743,1.38487,1.38646,1.38729,1.38745,1.38495,1.38652,58123,1.387255,1.38744,1.38491,1.38649,1.386175,-0.9747226333,-0.00467123239,1.41324827265,1.40357049543,1.39515926669,1.43371147363,1.42980149483,1.42571024262,1.42681931151,1.4300551778,1.433459699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435283795,1,0,1,0,1,0,0,0,gray,0,0,0,0,0,0,0,1,0,0,0,1,+-,++,--,+-,gray,red,red
